"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"9135",13964,"Paraiso sombrilla","29/11/2011 12:30","Muy bajo (1 - 2 mts)",15,"Chico",-68.8779663584,-32.8647380606,8,"Aeroparque",2203364.73622,0,"bajo"
"9138",13969,"Acer","29/11/2011 12:21","Bajo (2 - 4 mts)",40,"Mediano",-68.8780126577,-32.8649362651,8,"Aeroparque",2203364.73622,0,"bajo"
"9151",13986,"Fresno americano","29/11/2011 10:37","Muy bajo (1 - 2 mts)",8,"Chico",-68.8775512814,-32.8657324922,8,"Aeroparque",2203364.73622,0,"bajo"
"9155",13994,"Fresno americano","29/11/2011 18:00","Bajo (2 - 4 mts)",12,"Chico",-68.8780936209,-32.8647676494,8,"Aeroparque",2203364.73622,0,"bajo"
"9164",14015,"Paraiso sombrilla","29/11/2011 17:15","Bajo (2 - 4 mts)",90,"Grande",-68.878643733,-32.8655193824,8,"Aeroparque",2203364.73622,0,"medio"
"9169",14022,"Morera","29/11/2011 16:40","Bajo (2 - 4 mts)",36,"Mediano",-68.878869795,-32.8653304825,8,"Aeroparque",2203364.73622,0,"bajo"
"9171",14025,"Paraiso sombrilla","29/11/2011 16:33","Bajo (2 - 4 mts)",100,"Grande",-68.8788369589,-32.865219672,8,"Aeroparque",2203364.73622,0,"medio"
"9175",14035,"Aguaribay","29/11/2011 16:05","Alto (> 8 mts)",190,"Grande",-68.8787143564,-32.8647651689,8,"Aeroparque",2203364.73622,0,"alto"
"9190",14058,"Morera","05/12/2011 12:06","Medio (4 - 8 mts)",78,"Grande",-68.8760825034,-32.8677183087,8,"Aeroparque",2203364.73622,0,"bajo"
"9192",14062,"Morera","05/12/2011 12:00","Alto (> 8 mts)",45,"Mediano",-68.8761244696,-32.8678671994,8,"Aeroparque",2203364.73622,0,"bajo"
"9199",14070,"Acacia SP","02/12/2011 10:30","Medio (4 - 8 mts)",30,"Mediano",-68.8762218246,-32.868241108,8,"Aeroparque",2203364.73622,0,"bajo"
"9202",14075,"Paraiso","02/12/2011 10:22","Medio (4 - 8 mts)",22,"Mediano",-68.8762751054,-32.8684391558,8,"Aeroparque",2203364.73622,0,"bajo"
"9203",14076,"Paraiso","02/12/2011 10:16","Bajo (2 - 4 mts)",35,"Mediano",-68.8762811264,-32.8684613921,8,"Aeroparque",2203364.73622,0,"bajo"
"9204",14077,"Jacarand","02/12/2011 10:14","Medio (4 - 8 mts)",18,"Chico",-68.87629202,-32.868491763,8,"Aeroparque",2203364.73622,0,"bajo"
"9223",14113,"Fresno europeo","02/12/2011 07:34","Muy bajo (1 - 2 mts)",18,"Chico",-68.877094888,-32.8685136035,8,"Aeroparque",2203364.73622,0,"bajo"
"9236",14138,"Jacarand","01/12/2011 12:35","Medio (4 - 8 mts)",65,"Grande",-68.8762044035,-32.8671405058,8,"Aeroparque",2203364.73622,0,"bajo"
"9238",14140,"Morera","01/12/2011 12:21","Alto (> 8 mts)",100,"Grande",-68.8757065557,-32.8662353601,8,"Aeroparque",2203364.73622,0,"medio"
"9245",14152,"Morera","30/11/2011 10:59","Medio (4 - 8 mts)",35,"Mediano",-68.8763122933,-32.8674542069,8,"Aeroparque",2203364.73622,0,"bajo"
"9250",14160,"Morera","30/11/2011 10:32","Medio (4 - 8 mts)",65,"Grande",-68.8767591062,-32.8672490108,8,"Aeroparque",2203364.73622,0,"bajo"
"9252",14162,"Paraiso","30/11/2011 10:29","Medio (4 - 8 mts)",73,"Grande",-68.8767284312,-32.8671390342,8,"Aeroparque",2203364.73622,0,"bajo"
"9253",14163,"Morera","30/11/2011 10:27","Medio (4 - 8 mts)",98,"Grande",-68.8767147175,-32.8670973984,8,"Aeroparque",2203364.73622,0,"medio"
"9254",14164,"Morera","30/11/2011 10:26","Alto (> 8 mts)",110,"Grande",-68.8767029695,-32.86705288,8,"Aeroparque",2203364.73622,0,"medio"
"9256",14166,"Acacia SP","30/11/2011 10:23","Medio (4 - 8 mts)",105,"Grande",-68.8766766764,-32.8669568145,8,"Aeroparque",2203364.73622,0,"medio"
"9265",14183,"Morera","30/11/2011 09:48","Alto (> 8 mts)",111,"Grande",-68.8764893162,-32.8662427701,8,"Aeroparque",2203364.73622,0,"medio"
"9269",14193,"Paraiso","30/11/2011 13:21","Medio (4 - 8 mts)",135,"Grande",-68.8770986759,-32.8673028352,8,"Aeroparque",2203364.73622,0,"medio"
"9276",14211,"Paraiso","30/11/2011 11:42","Medio (4 - 8 mts)",125,"Grande",-68.876679712,-32.8665514513,8,"Aeroparque",2203364.73622,0,"medio"
"9286",14226,"Fresno europeo","07/12/2011 16:45","Bajo (2 - 4 mts)",30,"Mediano",-68.8768415709,-32.8660043204,8,"Aeroparque",2203364.73622,1,"bajo"
"9288",14228,"Morera","07/12/2011 16:37","Bajo (2 - 4 mts)",22,"Mediano",-68.8770061808,-32.8659799445,8,"Aeroparque",2203364.73622,0,"bajo"
"9293",14234,"Paraiso","07/12/2011 16:19","Muy bajo (1 - 2 mts)",20,"Chico",-68.8773754911,-32.866062594,8,"Aeroparque",2203364.73622,0,"bajo"
"9296",14239,"Acer","07/12/2011 10:12","Bajo (2 - 4 mts)",25,"Mediano",-68.8775446047,-32.8666918446,8,"Aeroparque",2203364.73622,0,"bajo"
"9298",14241,"Acer","07/12/2011 10:04","Bajo (2 - 4 mts)",35,"Mediano",-68.8775675264,-32.8667670829,8,"Aeroparque",2203364.73622,0,"bajo"
"9299",14242,"Morera","07/12/2011 10:01","Bajo (2 - 4 mts)",40,"Mediano",-68.877574044,-32.866796618,8,"Aeroparque",2203364.73622,0,"bajo"
"9301",14244,"Morera","30/11/2011 14:31","Medio (4 - 8 mts)",70,"Grande",-68.8775896288,-32.8668538476,8,"Aeroparque",2203364.73622,0,"bajo"
"9304",14249,"Paraiso sombrilla","30/11/2011 14:25","Bajo (2 - 4 mts)",50,"Mediano",-68.8776653438,-32.8671042413,8,"Aeroparque",2203364.73622,0,"bajo"
"9305",14252,"Morera","30/11/2011 13:34","Medio (4 - 8 mts)",60,"Mediano",-68.8775671735,-32.8672159699,8,"Aeroparque",2203364.73622,0,"bajo"
"9307",14255,"Morera","07/12/2011 10:37","Medio (4 - 8 mts)",70,"Grande",-68.8777307015,-32.8673663487,8,"Aeroparque",2203364.73622,0,"bajo"
"9315",14266,"Paraiso sombrilla","07/12/2011 10:23","Bajo (2 - 4 mts)",40,"Mediano",-68.8778846412,-32.8679685195,8,"Aeroparque",2203364.73622,0,"bajo"
"9320",14274,"Prunas","07/12/2011 10:06","Bajo (2 - 4 mts)",45,"Mediano",-68.8780063626,-32.868429859,8,"Aeroparque",2203364.73622,0,"bajo"
"9327",14285,"Fresno europeo","06/12/2011 10:31","Medio (4 - 8 mts)",130,"Grande",-68.8774673622,-32.8686892783,8,"Aeroparque",2203364.73622,0,"medio"
"9336",14299,"Fresno americano","06/12/2011 10:00","Bajo (2 - 4 mts)",45,"Mediano",-68.8771312627,-32.8682016257,8,"Aeroparque",2203364.73622,0,"bajo"
"9344",14312,"Prunas","06/12/2011 09:32","Bajo (2 - 4 mts)",95,"Grande",-68.8769496668,-32.8675495973,8,"Aeroparque",2203364.73622,0,"medio"
"9349",14317,"Jacarand","06/12/2011 08:27","Muy bajo (1 - 2 mts)",16,"Chico",-68.877142569,-32.8674052262,8,"Aeroparque",2203364.73622,1,"bajo"
"9362",14338,"Paraiso sombrilla","01/12/2011 12:52","Bajo (2 - 4 mts)",82,"Grande",-68.8777330672,-32.8669676249,8,"Aeroparque",2203364.73622,0,"bajo"
"9372",14351,"Morera","01/12/2011 13:08","Medio (4 - 8 mts)",96,"Grande",-68.8774642819,-32.865949125,8,"Aeroparque",2203364.73622,0,"medio"
"9388",14376,"Paraiso sombrilla","30/11/2011 12:24","Bajo (2 - 4 mts)",66,"Grande",-68.8783896472,-32.8663430437,8,"Aeroparque",2203364.73622,0,"bajo"
"9391",14380,"Paraiso sombrilla","01/12/2011 11:33","Bajo (2 - 4 mts)",60,"Mediano",-68.8784406373,-32.8665179771,8,"Aeroparque",2203364.73622,0,"bajo"
"9393",14382,"Paraiso sombrilla","01/12/2011 11:35","Bajo (2 - 4 mts)",40,"Mediano",-68.8784657453,-32.8666045327,8,"Aeroparque",2203364.73622,0,"bajo"
"9397",14388,"Fresno europeo","02/12/2011 10:25","Muy bajo (1 - 2 mts)",12,"Chico",-68.8781140149,-32.8672226399,8,"Aeroparque",2203364.73622,0,"bajo"
"9402",14395,"Acer","02/12/2011 10:18","Muy bajo (1 - 2 mts)",32,"Mediano",-68.8784717489,-32.8671544068,8,"Aeroparque",2203364.73622,0,"bajo"
"9406",14399,"Morera","02/12/2011 10:14","Bajo (2 - 4 mts)",46,"Mediano",-68.8786298592,-32.8671957326,8,"Aeroparque",2203364.73622,0,"bajo"
"9410",14404,"Fresno europeo","02/12/2011 10:06","Bajo (2 - 4 mts)",42,"Mediano",-68.878657284,-32.8673057886,8,"Aeroparque",2203364.73622,0,"bajo"
"9415",14411,"Morera","02/12/2011 09:59","Medio (4 - 8 mts)",85,"Grande",-68.8787334347,-32.8676223981,8,"Aeroparque",2203364.73622,0,"bajo"
"9419",14416,"Paraiso","02/12/2011 09:48","Bajo (2 - 4 mts)",56,"Mediano",-68.8788951029,-32.8682021545,8,"Aeroparque",2203364.73622,0,"bajo"
"9422",14420,"Morera","02/12/2011 09:41","Bajo (2 - 4 mts)",55,"Mediano",-68.8788982135,-32.8684165229,8,"Aeroparque",2203364.73622,0,"bajo"
"9427",14426,"Aguaribay","02/12/2011 09:33","Medio (4 - 8 mts)",86,"Grande",-68.8785937882,-32.8684784656,8,"Aeroparque",2203364.73622,0,"medio"
"9429",14430,"Morera","02/12/2011 09:23","Bajo (2 - 4 mts)",40,"Mediano",-68.8781323633,-32.8684382206,8,"Aeroparque",2203364.73622,0,"bajo"
"9434",14435,"Fresno americano","02/12/2011 09:00","Bajo (2 - 4 mts)",32,"Mediano",-68.8780568622,-32.8681578271,8,"Aeroparque",2203364.73622,0,"bajo"
"9435",14436,"Morera","02/12/2011 08:59","Bajo (2 - 4 mts)",30,"Mediano",-68.8780448861,-32.8681060671,8,"Aeroparque",2203364.73622,0,"bajo"
"9436",14438,"Acacia SP","02/12/2011 08:57","Bajo (2 - 4 mts)",32,"Mediano",-68.8780137303,-32.8680134624,8,"Aeroparque",2203364.73622,0,"bajo"
"9438",14444,"Morera","02/12/2011 08:49","Medio (4 - 8 mts)",72,"Grande",-68.877920668,-32.8676259817,8,"Aeroparque",2203364.73622,0,"bajo"
"9439",14445,"Prunas","02/12/2011 08:48","Bajo (2 - 4 mts)",30,"Mediano",-68.8779018061,-32.8675693269,8,"Aeroparque",2203364.73622,0,"bajo"
"9447",14458,"Jacarand","02/12/2011 10:38","Bajo (2 - 4 mts)",40,"Mediano",-68.8784206109,-32.8660046585,8,"Aeroparque",2203364.73622,0,"bajo"
"9451",14463,"Morera","02/12/2011 10:27","Medio (4 - 8 mts)",130,"Grande",-68.8784886624,-32.8662324081,8,"Aeroparque",2203364.73622,0,"medio"
"9455",14471,"Paraiso","02/12/2011 09:50","Medio (4 - 8 mts)",80,"Grande",-68.878591468,-32.8666236941,8,"Aeroparque",2203364.73622,0,"bajo"
"9467",14494,"Olmo bola","30/11/2011 18:00","Bajo (2 - 4 mts)",80,"Grande",-68.8791964687,-32.8665738371,8,"Aeroparque",2203364.73622,0,"bajo"
"9478",14510,"Fresno europeo","30/11/2011 16:57","Bajo (2 - 4 mts)",16,"Chico",-68.8790098275,-32.8658738544,8,"Aeroparque",2203364.73622,0,"bajo"
"9480",14514,"Jacarand","30/11/2011 16:44","Bajo (2 - 4 mts)",38,"Mediano",-68.8789746301,-32.8657305933,8,"Aeroparque",2203364.73622,0,"bajo"
"9481",14516,"Acacia SP","30/11/2011 16:39","Bajo (2 - 4 mts)",100,"Grande",-68.8789596912,-32.8656652888,8,"Aeroparque",2203364.73622,0,"medio"
"9489",14527,"Conifera","05/12/2011 17:13","Muy bajo (1 - 2 mts)",16,"Chico",-68.879635309,-32.8681818215,8,"Aeroparque",2203364.73622,0,"bajo"
"9496",14538,"Paraiso","05/12/2011 13:02","Bajo (2 - 4 mts)",40,"Mediano",-68.8795176864,-32.8677886323,8,"Aeroparque",2203364.73622,0,"bajo"
"9498",14541,"Liquidambar","05/12/2011 12:56","Bajo (2 - 4 mts)",16,"Chico",-68.879479171,-32.8676539576,8,"Aeroparque",2203364.73622,0,"bajo"
"9501",14544,"Morera","05/12/2011 12:46","Medio (4 - 8 mts)",50,"Mediano",-68.8794513031,-32.8675404786,8,"Aeroparque",2203364.73622,0,"bajo"
"9502",14546,"Olmo bola","05/12/2011 12:42","Bajo (2 - 4 mts)",60,"Mediano",-68.8794347826,-32.8674638474,8,"Aeroparque",2203364.73622,0,"bajo"
"9506",14551,"Fresno europeo","02/12/2011 17:32","Bajo (2 - 4 mts)",28,"Mediano",-68.8793802261,-32.8672641378,8,"Aeroparque",2203364.73622,0,"bajo"
"9510",14556,"Perenne","15/12/2011 08:11","Muy bajo (1 - 2 mts)",60,"Mediano",-68.8793217983,-32.8670522011,8,"Aeroparque",2203364.73622,0,"bajo"
"9513",14560,"Perenne","15/12/2011 08:07","Bajo (2 - 4 mts)",80,"Grande",-68.8791608375,-32.8670249038,8,"Aeroparque",2203364.73622,0,"bajo"
"9516",14565,"Aguaribay","14/12/2011 11:11","Medio (4 - 8 mts)",150,"Grande",-68.8787853488,-32.8670917042,8,"Aeroparque",2203364.73622,0,"medio"
"9524",14580,"Morera","14/12/2011 10:37","Bajo (2 - 4 mts)",20,"Chico",-68.8788940276,-32.8677677951,8,"Aeroparque",2203364.73622,0,"bajo"
"9525",14581,"Aguaribay","14/12/2011 10:35","Medio (4 - 8 mts)",138,"Grande",-68.8789192717,-32.8678293963,8,"Aeroparque",2203364.73622,1,"medio"
"9528",14589,"Aguaribay","14/12/2011 10:21","Medio (4 - 8 mts)",150,"Grande",-68.8790320399,-32.8682776254,8,"Aeroparque",2203364.73622,0,"medio"
"9533",14595,"Paraiso","14/12/2011 10:10","Medio (4 - 8 mts)",65,"Grande",-68.8793911984,-32.8683176215,8,"Aeroparque",2203364.73622,0,"bajo"
"9539",14603,"Aguaribay","13/12/2011 12:55","Medio (4 - 8 mts)",90,"Grande",-68.8801190357,-32.865701344,8,"Aeroparque",2203364.73622,0,"medio"
"9554",14629,"Liquidambar","13/12/2011 10:51","Medio (4 - 8 mts)",40,"Mediano",-68.8792503444,-32.8661542211,8,"Aeroparque",2203364.73622,0,"bajo"
"9565",14643,"Aguaribay","12/12/2011 12:27","Bajo (2 - 4 mts)",15,"Chico",-68.8797616695,-32.8654532106,8,"Aeroparque",2203364.73622,0,"bajo"
"9566",14646,"Acer","12/12/2011 12:25","Medio (4 - 8 mts)",50,"Mediano",-68.8798964944,-32.8654292721,8,"Aeroparque",2203364.73622,0,"bajo"
"9571",14655,"Aguaribay","15/12/2011 17:47","Bajo (2 - 4 mts)",20,"Chico",-68.882497716,-32.8673161976,8,"Aeroparque",2203364.73622,0,"bajo"
"9584",14676,"Aguaribay","15/12/2011 17:00","Bajo (2 - 4 mts)",70,"Grande",-68.8813528109,-32.8673845764,8,"Aeroparque",2203364.73622,0,"bajo"
"9588",14682,"Paraiso sombrilla","14/12/2011 17:17","Bajo (2 - 4 mts)",28,"Mediano",-68.8810765808,-32.8674290652,8,"Aeroparque",2203364.73622,0,"bajo"
"9590",14689,"Fresno europeo","14/12/2011 16:51","Muy bajo (1 - 2 mts)",8,"Chico",-68.881154659,-32.8678756003,8,"Aeroparque",2203364.73622,0,"bajo"
"9593",14695,"Morera","06/12/2011 08:23","Medio (4 - 8 mts)",38,"Mediano",-68.8769441042,-32.8689329347,8,"Aeroparque",2203364.73622,0,"bajo"
"9594",14697,"Acer","06/12/2011 08:21","Bajo (2 - 4 mts)",25,"Mediano",-68.8767379954,-32.8689721359,8,"Aeroparque",2203364.73622,0,"bajo"
"9598",14705,"Aguaribay","06/12/2011 08:13","Muy bajo (1 - 2 mts)",12,"Chico",-68.877490109,-32.8700304169,8,"Aeroparque",2203364.73622,1,"bajo"
"9633",14760,"Fresno europeo","05/12/2011 11:04","Bajo (2 - 4 mts)",18,"Chico",-68.8783339545,-32.8691786183,8,"Aeroparque",2203364.73622,0,"bajo"
"9643",14774,"Paraiso","06/12/2011 13:21","Bajo (2 - 4 mts)",38,"Mediano",-68.8791979603,-32.8688969068,8,"Aeroparque",2203364.73622,0,"bajo"
"9645",14778,"Prunas","06/12/2011 13:08","Muy bajo (1 - 2 mts)",20,"Chico",-68.8791538509,-32.8687241075,8,"Aeroparque",2203364.73622,0,"bajo"
"9647",14782,"Paraiso sombrilla","06/12/2011 13:00","Bajo (2 - 4 mts)",120,"Grande",-68.8791530266,-32.8685070236,8,"Aeroparque",2203364.73622,0,"medio"
"9650",14786,"Paraiso","06/12/2011 12:26","Bajo (2 - 4 mts)",46,"Mediano",-68.879411634,-32.8684572823,8,"Aeroparque",2203364.73622,0,"bajo"
"9651",14787,"Acacia SP","06/12/2011 12:24","Bajo (2 - 4 mts)",48,"Mediano",-68.8794794528,-32.868445594,8,"Aeroparque",2203364.73622,0,"bajo"
"9653",14792,"Paraiso sombrilla","06/12/2011 12:14","Bajo (2 - 4 mts)",60,"Mediano",-68.8797263457,-32.8685474338,8,"Aeroparque",2203364.73622,0,"bajo"
"9656",14796,"Prunas","05/12/2011 18:18","Bajo (2 - 4 mts)",18,"Chico",-68.8797627405,-32.8686847771,8,"Aeroparque",2203364.73622,0,"bajo"
"9673",14819,"Morera","07/12/2011 10:28","Medio (4 - 8 mts)",50,"Mediano",-68.8779485278,-32.8687414897,8,"Aeroparque",2203364.73622,0,"bajo"
"9675",14821,"Paraiso sombrilla","07/12/2011 10:26","Muy bajo (1 - 2 mts)",12,"Chico",-68.8781063108,-32.868778751,8,"Aeroparque",2203364.73622,0,"bajo"
"9681",14829,"Paraiso sombrilla","07/12/2011 10:16","Bajo (2 - 4 mts)",60,"Mediano",-68.8782273022,-32.8692340382,8,"Aeroparque",2203364.73622,0,"bajo"
"9684",14832,"Morera","07/12/2011 10:12","Bajo (2 - 4 mts)",50,"Mediano",-68.8782769259,-32.86940746,8,"Aeroparque",2203364.73622,0,"bajo"
"9685",14833,"Tilo","07/12/2011 10:10","Bajo (2 - 4 mts)",30,"Mediano",-68.8782856072,-32.8694333579,8,"Aeroparque",2203364.73622,0,"bajo"
"9686",14834,"Morera","07/12/2011 10:09","Bajo (2 - 4 mts)",46,"Mediano",-68.8782924929,-32.8694799497,8,"Aeroparque",2203364.73622,0,"bajo"
"9687",14838,"Aguaribay","07/12/2011 10:02","Muy bajo (1 - 2 mts)",15,"Chico",-68.8783558289,-32.8696853598,8,"Aeroparque",2203364.73622,0,"bajo"
"9688",14841,"Aguaribay","07/12/2011 10:00","Muy bajo (1 - 2 mts)",18,"Chico",-68.8783960474,-32.8698178723,8,"Aeroparque",2203364.73622,0,"bajo"
"9705",14867,"Paraiso sombrilla","16/12/2011 12:05","Medio (4 - 8 mts)",96,"Grande",-68.8804046369,-32.8738172937,8,"Aeroparque",2203364.73622,0,"medio"
"9715",14890,"Morera","16/12/2011 11:21","Bajo (2 - 4 mts)",22,"Mediano",-68.881252748,-32.8743791143,8,"Aeroparque",2203364.73622,0,"bajo"
"9716",14891,"Acacia SP","16/12/2011 11:19","Bajo (2 - 4 mts)",50,"Mediano",-68.8813016038,-32.8743951694,8,"Aeroparque",2203364.73622,0,"bajo"
"9723",14906,"Paraiso sombrilla","19/12/2011 09:05","Bajo (2 - 4 mts)",55,"Mediano",-68.8810501381,-32.8737105453,8,"Aeroparque",2203364.73622,0,"bajo"
"9735",14926,"Acacia SP","20/12/2011 10:22","Bajo (2 - 4 mts)",60,"Mediano",-68.8801703781,-32.8730648633,8,"Aeroparque",2203364.73622,0,"bajo"
"9739",14937,"Paraiso sombrilla","19/12/2011 11:25","Bajo (2 - 4 mts)",50,"Mediano",-68.880150623,-32.8736947411,8,"Aeroparque",2203364.73622,0,"bajo"
"9741",14940,"Acacia SP","19/12/2011 11:20","Bajo (2 - 4 mts)",46,"Mediano",-68.8801371707,-32.874000097,8,"Aeroparque",2203364.73622,0,"bajo"
"9748",14954,"Paraiso","19/12/2011 09:33","Bajo (2 - 4 mts)",36,"Mediano",-68.8808582766,-32.8723355563,8,"Aeroparque",2203364.73622,0,"bajo"
"9754",14962,"Caducifolio","19/12/2011 09:04","Muy bajo (1 - 2 mts)",36,"Mediano",-68.8813356422,-32.872295276,8,"Aeroparque",2203364.73622,0,"bajo"
"9758",14969,"Acacia SP","21/12/2011 16:43","Bajo (2 - 4 mts)",70,"Grande",-68.880748065,-32.8718458959,8,"Aeroparque",2203364.73622,0,"bajo"
"9769",15008,"Aguaribay","19/12/2011 18:04","Muy bajo (1 - 2 mts)",30,"Mediano",-68.8805672351,-32.8716700679,8,"Aeroparque",2203364.73622,0,"bajo"
"9782",15031,"Morera","19/12/2011 10:02","Muy bajo (1 - 2 mts)",26,"Mediano",-68.8821017321,-32.8733626681,8,"Aeroparque",2203364.73622,0,"bajo"
"9784",15034,"Paraiso","22/12/2011 17:29","Medio (4 - 8 mts)",80,"Grande",-68.8812212766,-32.8712423937,8,"Aeroparque",2203364.73622,0,"bajo"
"9787",15038,"Morera","22/12/2011 17:22","Medio (4 - 8 mts)",77,"Grande",-68.8812688199,-32.8714346062,8,"Aeroparque",2203364.73622,0,"bajo"
"9792",15049,"Acacia SP","21/12/2011 16:43","Bajo (2 - 4 mts)",70,"Grande",-68.8819403592,-32.8724946348,8,"Aeroparque",2203364.73622,0,"bajo"
"9796",15056,"Acacia SP","21/12/2011 12:51","Bajo (2 - 4 mts)",86,"Grande",-68.8810016447,-32.8711998513,8,"Aeroparque",2203364.73622,0,"medio"
"9797",15060,"Morera","28/09/2011 09:04","Alto (> 8 mts)",138,"Grande",-68.8610350047,-32.8642735047,8,"Aeroparque",2203364.73622,1,"medio"
"9801",15067,"Fresno europeo","17/11/2011 12:38","Bajo (2 - 4 mts)",50,"Mediano",-68.8582340915,-32.8696101104,6,"Residencial Norte",2694682.37982,0,"bajo"
"9812",15082,"Morera","17/11/2011 09:53","Alto (> 8 mts)",100,"Grande",-68.8589523715,-32.8691766842,6,"Residencial Norte",2694682.37982,0,"medio"
"9813",15083,"Acacia SP","17/11/2011 09:48","Muy bajo (1 - 2 mts)",2,"Chico",-68.8589328863,-32.8690662767,6,"Residencial Norte",2694682.37982,1,"bajo"
"9815",15086,"Morera","16/11/2011 13:05","Alto (> 8 mts)",110,"Grande",-68.8589234809,-32.8690005326,6,"Residencial Norte",2694682.37982,0,"medio"
"9822",15098,"Paraiso","18/11/2011 09:23","Medio (4 - 8 mts)",70,"Grande",-68.8594015865,-32.8695234154,6,"Residencial Norte",2694682.37982,0,"bajo"
"9824",15101,"Paraiso","18/11/2011 09:20","Medio (4 - 8 mts)",77,"Grande",-68.8593335076,-32.8691272081,6,"Residencial Norte",2694682.37982,0,"bajo"
"9834",15113,"Morera","18/11/2011 09:06","Medio (4 - 8 mts)",36,"Mediano",-68.8590252586,-32.8689215759,6,"Residencial Norte",2694682.37982,0,"bajo"
"9835",15116,"Morera","18/11/2011 09:02","Medio (4 - 8 mts)",80,"Grande",-68.8590479661,-32.8690497458,6,"Residencial Norte",2694682.37982,0,"bajo"
"9838",15120,"Morera","18/11/2011 08:59","Medio (4 - 8 mts)",100,"Grande",-68.8590711651,-32.8691867367,6,"Residencial Norte",2694682.37982,0,"medio"
"9839",15121,"Fresno americano","18/11/2011 08:58","Bajo (2 - 4 mts)",45,"Mediano",-68.8590780175,-32.8692230439,6,"Residencial Norte",2694682.37982,0,"bajo"
"9842",15129,"Morera","18/11/2011 08:49","Bajo (2 - 4 mts)",18,"Chico",-68.859130682,-32.869566841,6,"Residencial Norte",2694682.37982,0,"bajo"
"9846",15138,"Paraiso","21/11/2011 12:57","Bajo (2 - 4 mts)",22,"Mediano",-68.8598146615,-32.8696147446,6,"Residencial Norte",2694682.37982,0,"bajo"
"9867",15180,"Paraiso","18/11/2011 07:52","Bajo (2 - 4 mts)",67,"Grande",-68.8602083103,-32.869539137,6,"Residencial Norte",2694682.37982,0,"bajo"
"9871",15185,"Paraiso","17/11/2011 13:34","Bajo (2 - 4 mts)",46,"Mediano",-68.8601438369,-32.8691498376,6,"Residencial Norte",2694682.37982,0,"bajo"
"9875",15190,"Paraiso","17/11/2011 13:29","Bajo (2 - 4 mts)",60,"Mediano",-68.8600899627,-32.8687970145,6,"Residencial Norte",2694682.37982,0,"bajo"
"9876",15191,"Paraiso","17/11/2011 13:28","Medio (4 - 8 mts)",90,"Grande",-68.8600756059,-32.8687573293,6,"Residencial Norte",2694682.37982,0,"medio"
"9885",15207,"Paraiso","16/11/2011 13:05","Bajo (2 - 4 mts)",46,"Mediano",-68.8599213836,-32.8694429434,6,"Residencial Norte",2694682.37982,1,"bajo"
"9888",15214,"Paraiso","16/11/2011 12:54","Bajo (2 - 4 mts)",38,"Mediano",-68.8606038821,-32.8695076215,6,"Residencial Norte",2694682.37982,0,"bajo"
"9890",15217,"Paraiso","16/11/2011 12:50","Bajo (2 - 4 mts)",36,"Mediano",-68.8605660501,-32.8692872322,6,"Residencial Norte",2694682.37982,0,"bajo"
"9891",15221,"Paraiso","16/11/2011 12:47","Bajo (2 - 4 mts)",30,"Mediano",-68.8605094875,-32.8689299871,6,"Residencial Norte",2694682.37982,0,"bajo"
"9895",15232,"Paraiso","16/11/2011 12:31","Bajo (2 - 4 mts)",28,"Mediano",-68.8602106993,-32.8687560998,6,"Residencial Norte",2694682.37982,0,"bajo"
"9902",15246,"Acacia SP","18/11/2011 17:13","Alto (> 8 mts)",128,"Grande",-68.858575751,-32.8710497821,6,"Residencial Norte",2694682.37982,0,"medio"
